Location,Month,Admitting Department,Admissions
Hospital_5,2022-10-01,Department_29,1
Hospital_5,2022-10-01,Department_32,1
Hospital_5,2022-11-01,Department_01,636
Hospital_5,2022-11-01,Department_02,341
Hospital_5,2022-11-01,Department_03,272
Hospital_5,2022-11-01,Department_04,297
Hospital_5,2022-11-01,Department_05,191
Hospital_5,2022-11-01,Department_06,87
Hospital_5,2022-11-01,Department_07,103
Hospital_5,2022-11-01,Department_08,83
Hospital_5,2022-11-01,Department_09,66
Hospital_5,2022-11-01,Department_10,43
Hospital_5,2022-11-01,Department_11,70
Hospital_5,2022-11-01,Department_12,77
Hospital_5,2022-11-01,Department_13,37
Hospital_5,2022-11-01,Department_14,47
Hospital_5,2022-11-01,Department_15,57
Hospital_5,2022-11-01,Department_16,20
Hospital_5,2022-11-01,Department_17,26
Hospital_5,2022-11-01,Department_18,17
Hospital_5,2022-11-01,Department_19,11
Hospital_5,2022-11-01,Department_20,20
Hospital_5,2022-11-01,Department_21,9
Hospital_5,2022-11-01,Department_22,6
Hospital_5,2022-11-01,Department_23,6
Hospital_5,2022-11-01,Department_24,2
Hospital_5,2022-11-01,Department_25,3
Hospital_5,2022-12-01,Department_01,477
Hospital_5,2022-12-01,Department_02,325
Hospital_5,2022-12-01,Department_03,259
Hospital_5,2022-12-01,Department_04,249
Hospital_5,2022-12-01,Department_05,178
Hospital_5,2022-12-01,Department_06,118
Hospital_5,2022-12-01,Department_07,80
Hospital_5,2022-12-01,Department_08,71
Hospital_5,2022-12-01,Department_09,52
Hospital_5,2022-12-01,Department_10,53
Hospital_5,2022-12-01,Department_11,68
Hospital_5,2022-12-01,Department_12,47
Hospital_5,2022-12-01,Department_13,65
Hospital_5,2022-12-01,Department_14,53
Hospital_5,2022-12-01,Department_15,47
Hospital_5,2022-12-01,Department_16,15
Hospital_5,2022-12-01,Department_17,25
Hospital_5,2022-12-01,Department_18,14
Hospital_5,2022-12-01,Department_19,9
Hospital_5,2022-12-01,Department_20,19
Hospital_5,2022-12-01,Department_21,8
Hospital_5,2022-12-01,Department_22,9
Hospital_5,2022-12-01,Department_23,4
Hospital_5,2022-12-01,Department_24,10
Hospital_5,2022-12-01,Department_25,2
Hospital_5,2022-12-01,Department_26,1
Hospital_5,2022-12-01,Department_29,1
Hospital_5,2023-01-01,Department_01,521
Hospital_5,2023-01-01,Department_02,327
Hospital_5,2023-01-01,Department_03,244
Hospital_5,2023-01-01,Department_04,300
Hospital_5,2023-01-01,Department_05,189
Hospital_5,2023-01-01,Department_06,119
Hospital_5,2023-01-01,Department_07,92
Hospital_5,2023-01-01,Department_08,96
Hospital_5,2023-01-01,Department_09,62
Hospital_5,2023-01-01,Department_10,67
Hospital_5,2023-01-01,Department_11,83
Hospital_5,2023-01-01,Department_12,73
Hospital_5,2023-01-01,Department_13,58
Hospital_5,2023-01-01,Department_14,44
Hospital_5,2023-01-01,Department_15,40
Hospital_5,2023-01-01,Department_16,35
Hospital_5,2023-01-01,Department_17,21
Hospital_5,2023-01-01,Department_18,21
Hospital_5,2023-01-01,Department_19,14
Hospital_5,2023-01-01,Department_20,14
Hospital_5,2023-01-01,Department_21,7
Hospital_5,2023-01-01,Department_22,3
Hospital_5,2023-01-01,Department_23,9
Hospital_5,2023-01-01,Department_24,14
Hospital_5,2023-01-01,Department_25,4
Hospital_5,2023-01-01,Department_29,1
Hospital_5,2023-01-01,Department_30,2
Hospital_5,2023-01-01,Department_32,1
Hospital_5,2023-02-01,Department_01,480
Hospital_5,2023-02-01,Department_02,285
Hospital_5,2023-02-01,Department_03,278
Hospital_5,2023-02-01,Department_04,294
Hospital_5,2023-02-01,Department_05,168
Hospital_5,2023-02-01,Department_06,106
Hospital_5,2023-02-01,Department_07,74
Hospital_5,2023-02-01,Department_08,67
Hospital_5,2023-02-01,Department_09,66
Hospital_5,2023-02-01,Department_10,73
Hospital_5,2023-02-01,Department_11,63
Hospital_5,2023-02-01,Department_12,63
Hospital_5,2023-02-01,Department_13,38
Hospital_5,2023-02-01,Department_14,50
Hospital_5,2023-02-01,Department_15,40
Hospital_5,2023-02-01,Department_16,24
Hospital_5,2023-02-01,Department_17,12
Hospital_5,2023-02-01,Department_18,12
Hospital_5,2023-02-01,Department_19,23
Hospital_5,2023-02-01,Department_20,13
Hospital_5,2023-02-01,Department_21,6
Hospital_5,2023-02-01,Department_22,4
Hospital_5,2023-02-01,Department_23,2
Hospital_5,2023-02-01,Department_24,5
Hospital_5,2023-02-01,Department_25,2
Hospital_5,2023-02-01,Department_26,1
Hospital_5,2023-02-01,Department_29,1
Hospital_5,2023-02-01,Department_30,1
Hospital_5,2023-03-01,Department_01,508
Hospital_5,2023-03-01,Department_02,347
Hospital_5,2023-03-01,Department_03,334
Hospital_5,2023-03-01,Department_04,267
Hospital_5,2023-03-01,Department_05,185
Hospital_5,2023-03-01,Department_06,128
Hospital_5,2023-03-01,Department_07,111
Hospital_5,2023-03-01,Department_08,89
Hospital_5,2023-03-01,Department_09,69
Hospital_5,2023-03-01,Department_10,69
Hospital_5,2023-03-01,Department_11,54
Hospital_5,2023-03-01,Department_12,68
Hospital_5,2023-03-01,Department_13,41
Hospital_5,2023-03-01,Department_14,49
Hospital_5,2023-03-01,Department_15,34
Hospital_5,2023-03-01,Department_16,17
Hospital_5,2023-03-01,Department_17,12
Hospital_5,2023-03-01,Department_18,6
Hospital_5,2023-03-01,Department_19,20
Hospital_5,2023-03-01,Department_20,13
Hospital_5,2023-03-01,Department_21,16
Hospital_5,2023-03-01,Department_22,9
Hospital_5,2023-03-01,Department_23,13
Hospital_5,2023-03-01,Department_24,3
Hospital_5,2023-03-01,Department_25,3
Hospital_5,2023-03-01,Department_26,1
Hospital_5,2023-03-01,Department_30,2
Hospital_5,2023-04-01,Department_01,362
Hospital_5,2023-04-01,Department_02,249
Hospital_5,2023-04-01,Department_03,224
Hospital_5,2023-04-01,Department_04,197
Hospital_5,2023-04-01,Department_05,155
Hospital_5,2023-04-01,Department_06,75
Hospital_5,2023-04-01,Department_07,61
Hospital_5,2023-04-01,Department_08,84
Hospital_5,2023-04-01,Department_09,45
Hospital_5,2023-04-01,Department_10,53
Hospital_5,2023-04-01,Department_11,40
Hospital_5,2023-04-01,Department_12,44
Hospital_5,2023-04-01,Department_13,48
Hospital_5,2023-04-01,Department_14,54
Hospital_5,2023-04-01,Department_15,29
Hospital_5,2023-04-01,Department_16,12
Hospital_5,2023-04-01,Department_17,10
Hospital_5,2023-04-01,Department_18,14
Hospital_5,2023-04-01,Department_19,9
Hospital_5,2023-04-01,Department_20,13
Hospital_5,2023-04-01,Department_21,8
Hospital_5,2023-04-01,Department_22,5
Hospital_5,2023-04-01,Department_23,6
Hospital_5,2023-04-01,Department_24,1
Hospital_5,2023-04-01,Department_25,1
Hospital_5,2023-04-01,Department_27,1
Hospital_5,2023-04-01,Department_28,1
Hospital_5,2023-05-01,Department_01,472
Hospital_5,2023-05-01,Department_02,310
Hospital_5,2023-05-01,Department_03,305
Hospital_5,2023-05-01,Department_04,302
Hospital_5,2023-05-01,Department_05,202
Hospital_5,2023-05-01,Department_06,122
Hospital_5,2023-05-01,Department_07,95
Hospital_5,2023-05-01,Department_08,97
Hospital_5,2023-05-01,Department_09,75
Hospital_5,2023-05-01,Department_10,72
Hospital_5,2023-05-01,Department_11,70
Hospital_5,2023-05-01,Department_12,68
Hospital_5,2023-05-01,Department_13,88
Hospital_5,2023-05-01,Department_14,53
Hospital_5,2023-05-01,Department_15,51
Hospital_5,2023-05-01,Department_16,15
Hospital_5,2023-05-01,Department_17,17
Hospital_5,2023-05-01,Department_18,13
Hospital_5,2023-05-01,Department_19,23
Hospital_5,2023-05-01,Department_20,8
Hospital_5,2023-05-01,Department_21,16
Hospital_5,2023-05-01,Department_22,9
Hospital_5,2023-05-01,Department_23,6
Hospital_5,2023-05-01,Department_24,7
Hospital_5,2023-05-01,Department_25,3
Hospital_5,2023-05-01,Department_28,1
Hospital_5,2023-05-01,Department_29,1
Hospital_5,2023-05-01,Department_31,1
Hospital_5,2023-06-01,Department_01,328
Hospital_5,2023-06-01,Department_02,298
Hospital_5,2023-06-01,Department_03,256
Hospital_5,2023-06-01,Department_04,268
Hospital_5,2023-06-01,Department_05,168
Hospital_5,2023-06-01,Department_06,105
Hospital_5,2023-06-01,Department_07,111
Hospital_5,2023-06-01,Department_08,110
Hospital_5,2023-06-01,Department_09,65
Hospital_5,2023-06-01,Department_10,51
Hospital_5,2023-06-01,Department_11,46
Hospital_5,2023-06-01,Department_12,59
Hospital_5,2023-06-01,Department_13,57
Hospital_5,2023-06-01,Department_14,53
Hospital_5,2023-06-01,Department_15,38
Hospital_5,2023-06-01,Department_16,20
Hospital_5,2023-06-01,Department_17,22
Hospital_5,2023-06-01,Department_18,19
Hospital_5,2023-06-01,Department_19,23
Hospital_5,2023-06-01,Department_20,15
Hospital_5,2023-06-01,Department_21,8
Hospital_5,2023-06-01,Department_22,10
Hospital_5,2023-06-01,Department_23,5
Hospital_5,2023-06-01,Department_24,3
Hospital_5,2023-06-01,Department_25,2
Hospital_5,2023-06-01,Department_26,2
Hospital_5,2023-06-01,Department_27,1
Hospital_5,2023-06-01,Department_28,1
Hospital_5,2023-06-01,Department_31,2
Hospital_5,2023-06-01,Department_33,1
Hospital_5,2023-07-01,Department_01,444
Hospital_5,2023-07-01,Department_02,303
Hospital_5,2023-07-01,Department_03,298
Hospital_5,2023-07-01,Department_04,318
Hospital_5,2023-07-01,Department_05,163
Hospital_5,2023-07-01,Department_06,134
Hospital_5,2023-07-01,Department_07,90
Hospital_5,2023-07-01,Department_08,66
Hospital_5,2023-07-01,Department_09,58
Hospital_5,2023-07-01,Department_10,57
Hospital_5,2023-07-01,Department_11,51
Hospital_5,2023-07-01,Department_12,53
Hospital_5,2023-07-01,Department_13,61
Hospital_5,2023-07-01,Department_14,62
Hospital_5,2023-07-01,Department_15,36
Hospital_5,2023-07-01,Department_16,20
Hospital_5,2023-07-01,Department_17,24
Hospital_5,2023-07-01,Department_18,13
Hospital_5,2023-07-01,Department_19,17
Hospital_5,2023-07-01,Department_20,18
Hospital_5,2023-07-01,Department_21,10
Hospital_5,2023-07-01,Department_22,9
Hospital_5,2023-07-01,Department_23,10
Hospital_5,2023-07-01,Department_24,5
Hospital_5,2023-07-01,Department_26,2
Hospital_5,2023-07-01,Department_27,1
Hospital_5,2023-08-01,Department_01,407
Hospital_5,2023-08-01,Department_02,308
Hospital_5,2023-08-01,Department_03,320
Hospital_5,2023-08-01,Department_04,289
Hospital_5,2023-08-01,Department_05,164
Hospital_5,2023-08-01,Department_06,108
Hospital_5,2023-08-01,Department_07,119
Hospital_5,2023-08-01,Department_08,95
Hospital_5,2023-08-01,Department_09,60
Hospital_5,2023-08-01,Department_10,48
Hospital_5,2023-08-01,Department_11,47
Hospital_5,2023-08-01,Department_12,44
Hospital_5,2023-08-01,Department_13,60
Hospital_5,2023-08-01,Department_14,95
Hospital_5,2023-08-01,Department_15,43
Hospital_5,2023-08-01,Department_16,21
Hospital_5,2023-08-01,Department_17,26
Hospital_5,2023-08-01,Department_18,21
Hospital_5,2023-08-01,Department_19,14
Hospital_5,2023-08-01,Department_20,16
Hospital_5,2023-08-01,Department_21,13
Hospital_5,2023-08-01,Department_22,6
Hospital_5,2023-08-01,Department_23,6
Hospital_5,2023-08-01,Department_24,8
Hospital_5,2023-08-01,Department_25,1
Hospital_5,2023-08-01,Department_26,1
Hospital_5,2023-08-01,Department_28,3
Hospital_5,2023-09-01,Department_01,584
Hospital_5,2023-09-01,Department_02,335
Hospital_5,2023-09-01,Department_03,271
Hospital_5,2023-09-01,Department_04,278
Hospital_5,2023-09-01,Department_05,170
Hospital_5,2023-09-01,Department_06,110
Hospital_5,2023-09-01,Department_07,99
Hospital_5,2023-09-01,Department_08,92
Hospital_5,2023-09-01,Department_09,85
Hospital_5,2023-09-01,Department_10,54
Hospital_5,2023-09-01,Department_11,52
Hospital_5,2023-09-01,Department_12,70
Hospital_5,2023-09-01,Department_13,44
Hospital_5,2023-09-01,Department_14,42
Hospital_5,2023-09-01,Department_15,50
Hospital_5,2023-09-01,Department_16,33
Hospital_5,2023-09-01,Department_17,16
Hospital_5,2023-09-01,Department_18,28
Hospital_5,2023-09-01,Department_19,28
Hospital_5,2023-09-01,Department_20,12
Hospital_5,2023-09-01,Department_21,24
Hospital_5,2023-09-01,Department_22,10
Hospital_5,2023-09-01,Department_23,17
Hospital_5,2023-09-01,Department_24,1
Hospital_5,2023-09-01,Department_25,1
Hospital_5,2023-09-01,Department_26,2
Hospital_5,2023-09-01,Department_27,4
Hospital_5,2023-09-01,Department_29,1
Hospital_5,2023-10-01,Department_01,708
Hospital_5,2023-10-01,Department_02,324
Hospital_5,2023-10-01,Department_03,293
Hospital_5,2023-10-01,Department_04,278
Hospital_5,2023-10-01,Department_05,171
Hospital_5,2023-10-01,Department_06,122
Hospital_5,2023-10-01,Department_07,87
Hospital_5,2023-10-01,Department_08,89
Hospital_5,2023-10-01,Department_09,86
Hospital_5,2023-10-01,Department_10,68
Hospital_5,2023-10-01,Department_11,71
Hospital_5,2023-10-01,Department_12,58
Hospital_5,2023-10-01,Department_13,62
Hospital_5,2023-10-01,Department_14,58
Hospital_5,2023-10-01,Department_15,48
Hospital_5,2023-10-01,Department_16,27
Hospital_5,2023-10-01,Department_17,29
Hospital_5,2023-10-01,Department_18,13
Hospital_5,2023-10-01,Department_19,27
Hospital_5,2023-10-01,Department_20,24
Hospital_5,2023-10-01,Department_21,20
Hospital_5,2023-10-01,Department_22,12
Hospital_5,2023-10-01,Department_23,6
Hospital_5,2023-10-01,Department_24,4
Hospital_5,2023-10-01,Department_25,2
Hospital_5,2023-10-01,Department_26,1
Hospital_5,2023-10-01,Department_27,2
Hospital_5,2023-11-01,Department_01,611
Hospital_5,2023-11-01,Department_02,327
Hospital_5,2023-11-01,Department_03,279
Hospital_5,2023-11-01,Department_04,262
Hospital_5,2023-11-01,Department_05,171
Hospital_5,2023-11-01,Department_06,98
Hospital_5,2023-11-01,Department_07,111
Hospital_5,2023-11-01,Department_08,101
Hospital_5,2023-11-01,Department_09,100
Hospital_5,2023-11-01,Department_10,62
Hospital_5,2023-11-01,Department_11,61
Hospital_5,2023-11-01,Department_12,74
Hospital_5,2023-11-01,Department_13,45
Hospital_5,2023-11-01,Department_14,41
Hospital_5,2023-11-01,Department_15,39
Hospital_5,2023-11-01,Department_16,15
Hospital_5,2023-11-01,Department_17,25
Hospital_5,2023-11-01,Department_18,8
Hospital_5,2023-11-01,Department_19,12
Hospital_5,2023-11-01,Department_20,9
Hospital_5,2023-11-01,Department_21,16
Hospital_5,2023-11-01,Department_22,9
Hospital_5,2023-11-01,Department_23,4
Hospital_5,2023-11-01,Department_24,1
Hospital_5,2023-11-01,Department_25,3
Hospital_5,2023-11-01,Department_26,1
Hospital_5,2023-11-01,Department_29,1
Hospital_5,2023-11-01,Department_30,2
Hospital_5,2023-12-01,Department_01,455
Hospital_5,2023-12-01,Department_02,344
Hospital_5,2023-12-01,Department_03,254
Hospital_5,2023-12-01,Department_04,227
Hospital_5,2023-12-01,Department_05,185
Hospital_5,2023-12-01,Department_06,97
Hospital_5,2023-12-01,Department_07,80
Hospital_5,2023-12-01,Department_08,99
Hospital_5,2023-12-01,Department_09,62
Hospital_5,2023-12-01,Department_10,51
Hospital_5,2023-12-01,Department_11,69
Hospital_5,2023-12-01,Department_12,51
Hospital_5,2023-12-01,Department_13,83
Hospital_5,2023-12-01,Department_14,58
Hospital_5,2023-12-01,Department_15,50
Hospital_5,2023-12-01,Department_16,16
Hospital_5,2023-12-01,Department_17,29
Hospital_5,2023-12-01,Department_18,11
Hospital_5,2023-12-01,Department_19,15
Hospital_5,2023-12-01,Department_20,17
Hospital_5,2023-12-01,Department_21,11
Hospital_5,2023-12-01,Department_22,11
Hospital_5,2023-12-01,Department_23,5
Hospital_5,2023-12-01,Department_24,4
Hospital_5,2023-12-01,Department_25,1
Hospital_5,2023-12-01,Department_28,1
Hospital_5,2023-12-01,Department_29,1
Hospital_5,2024-01-01,Department_01,512
Hospital_5,2024-01-01,Department_02,316
Hospital_5,2024-01-01,Department_03,255
Hospital_5,2024-01-01,Department_04,273
Hospital_5,2024-01-01,Department_05,190
Hospital_5,2024-01-01,Department_06,132
Hospital_5,2024-01-01,Department_07,111
Hospital_5,2024-01-01,Department_08,95
Hospital_5,2024-01-01,Department_09,74
Hospital_5,2024-01-01,Department_10,60
Hospital_5,2024-01-01,Department_11,71
Hospital_5,2024-01-01,Department_12,66
Hospital_5,2024-01-01,Department_13,61
Hospital_5,2024-01-01,Department_14,58
Hospital_5,2024-01-01,Department_15,43
Hospital_5,2024-01-01,Department_16,29
Hospital_5,2024-01-01,Department_17,23
Hospital_5,2024-01-01,Department_18,15
Hospital_5,2024-01-01,Department_19,15
Hospital_5,2024-01-01,Department_20,17
Hospital_5,2024-01-01,Department_21,8
Hospital_5,2024-01-01,Department_22,3
Hospital_5,2024-01-01,Department_23,14
Hospital_5,2024-01-01,Department_24,4
Hospital_5,2024-01-01,Department_25,2
Hospital_5,2024-01-01,Department_27,1
Hospital_5,2024-01-01,Department_30,1
Hospital_5,2024-02-01,Department_01,494
Hospital_5,2024-02-01,Department_02,330
Hospital_5,2024-02-01,Department_03,268
Hospital_5,2024-02-01,Department_04,265
Hospital_5,2024-02-01,Department_05,156
Hospital_5,2024-02-01,Department_06,118
Hospital_5,2024-02-01,Department_07,99
Hospital_5,2024-02-01,Department_08,77
Hospital_5,2024-02-01,Department_09,62
Hospital_5,2024-02-01,Department_10,61
Hospital_5,2024-02-01,Department_11,73
Hospital_5,2024-02-01,Department_12,71
Hospital_5,2024-02-01,Department_13,48
Hospital_5,2024-02-01,Department_14,44
Hospital_5,2024-02-01,Department_15,37
Hospital_5,2024-02-01,Department_16,29
Hospital_5,2024-02-01,Department_17,20
Hospital_5,2024-02-01,Department_18,13
Hospital_5,2024-02-01,Department_19,15
Hospital_5,2024-02-01,Department_20,12
Hospital_5,2024-02-01,Department_21,12
Hospital_5,2024-02-01,Department_22,5
Hospital_5,2024-02-01,Department_23,8
Hospital_5,2024-02-01,Department_24,2
Hospital_5,2024-02-01,Department_25,1
Hospital_5,2024-02-01,Department_27,4
Hospital_5,2024-02-01,Department_30,3
Hospital_5,2024-03-01,Department_01,524
Hospital_5,2024-03-01,Department_02,287
Hospital_5,2024-03-01,Department_03,241
Hospital_5,2024-03-01,Department_04,243
Hospital_5,2024-03-01,Department_05,185
Hospital_5,2024-03-01,Department_06,103
Hospital_5,2024-03-01,Department_07,73
Hospital_5,2024-03-01,Department_08,106
Hospital_5,2024-03-01,Department_09,56
Hospital_5,2024-03-01,Department_10,69
Hospital_5,2024-03-01,Department_11,62
Hospital_5,2024-03-01,Department_12,55
Hospital_5,2024-03-01,Department_13,59
Hospital_5,2024-03-01,Department_14,56
Hospital_5,2024-03-01,Department_15,35
Hospital_5,2024-03-01,Department_16,22
Hospital_5,2024-03-01,Department_17,21
Hospital_5,2024-03-01,Department_18,3
Hospital_5,2024-03-01,Department_19,15
Hospital_5,2024-03-01,Department_20,6
Hospital_5,2024-03-01,Department_21,14
Hospital_5,2024-03-01,Department_22,6
Hospital_5,2024-03-01,Department_23,8
Hospital_5,2024-03-01,Department_24,3
Hospital_5,2024-03-01,Department_25,5
Hospital_5,2024-03-01,Department_26,1
Hospital_5,2024-03-01,Department_32,1
Hospital_5,2024-04-01,Department_01,401
Hospital_5,2024-04-01,Department_02,263
Hospital_5,2024-04-01,Department_03,281
Hospital_5,2024-04-01,Department_04,251
Hospital_5,2024-04-01,Department_05,171
Hospital_5,2024-04-01,Department_06,82
Hospital_5,2024-04-01,Department_07,60
Hospital_5,2024-04-01,Department_08,102
Hospital_5,2024-04-01,Department_09,66
Hospital_5,2024-04-01,Department_10,54
Hospital_5,2024-04-01,Department_11,53
Hospital_5,2024-04-01,Department_12,56
Hospital_5,2024-04-01,Department_13,56
Hospital_5,2024-04-01,Department_14,48
Hospital_5,2024-04-01,Department_15,38
Hospital_5,2024-04-01,Department_16,12
Hospital_5,2024-04-01,Department_17,10
Hospital_5,2024-04-01,Department_18,20
Hospital_5,2024-04-01,Department_19,12
Hospital_5,2024-04-01,Department_20,11
Hospital_5,2024-04-01,Department_21,8
Hospital_5,2024-04-01,Department_22,6
Hospital_5,2024-04-01,Department_23,11
Hospital_5,2024-04-01,Department_24,5
Hospital_5,2024-04-01,Department_25,3
Hospital_5,2024-04-01,Department_28,1
Hospital_5,2024-04-01,Department_29,1
Hospital_5,2024-04-01,Department_30,1
Hospital_5,2024-04-01,Department_31,1
Hospital_5,2024-05-01,Department_01,528
Hospital_5,2024-05-01,Department_02,331
Hospital_5,2024-05-01,Department_03,312
Hospital_5,2024-05-01,Department_04,295
Hospital_5,2024-05-01,Department_05,192
Hospital_5,2024-05-01,Department_06,131
Hospital_5,2024-05-01,Department_07,109
Hospital_5,2024-05-01,Department_08,99
Hospital_5,2024-05-01,Department_09,84
Hospital_5,2024-05-01,Department_10,78
Hospital_5,2024-05-01,Department_11,68
Hospital_5,2024-05-01,Department_12,70
Hospital_5,2024-05-01,Department_13,78
Hospital_5,2024-05-01,Department_14,66
Hospital_5,2024-05-01,Department_15,57
Hospital_5,2024-05-01,Department_16,28
Hospital_5,2024-05-01,Department_17,19
Hospital_5,2024-05-01,Department_18,24
Hospital_5,2024-05-01,Department_19,16
Hospital_5,2024-05-01,Department_20,8
Hospital_5,2024-05-01,Department_21,14
Hospital_5,2024-05-01,Department_22,10
Hospital_5,2024-05-01,Department_23,13
Hospital_5,2024-05-01,Department_24,6
Hospital_5,2024-05-01,Department_25,2
Hospital_5,2024-05-01,Department_26,2
Hospital_5,2024-05-01,Department_33,2
Hospital_5,2024-06-01,Department_01,391
Hospital_5,2024-06-01,Department_02,266
Hospital_5,2024-06-01,Department_03,260
Hospital_5,2024-06-01,Department_04,233
Hospital_5,2024-06-01,Department_05,179
Hospital_5,2024-06-01,Department_06,83
Hospital_5,2024-06-01,Department_07,111
Hospital_5,2024-06-01,Department_08,109
Hospital_5,2024-06-01,Department_09,52
Hospital_5,2024-06-01,Department_10,65
Hospital_5,2024-06-01,Department_11,67
Hospital_5,2024-06-01,Department_12,69
Hospital_5,2024-06-01,Department_13,72
Hospital_5,2024-06-01,Department_14,44
Hospital_5,2024-06-01,Department_15,33
Hospital_5,2024-06-01,Department_16,29
Hospital_5,2024-06-01,Department_17,21
Hospital_5,2024-06-01,Department_18,14
Hospital_5,2024-06-01,Department_19,15
Hospital_5,2024-06-01,Department_20,12
Hospital_5,2024-06-01,Department_21,11
Hospital_5,2024-06-01,Department_22,9
Hospital_5,2024-06-01,Department_23,6
Hospital_5,2024-06-01,Department_24,4
Hospital_5,2024-06-01,Department_25,3
Hospital_5,2024-06-01,Department_27,2
Hospital_5,2024-06-01,Department_31,1
Hospital_5,2024-06-01,Department_33,1
Hospital_5,2024-07-01,Department_01,410
Hospital_5,2024-07-01,Department_02,303
Hospital_5,2024-07-01,Department_03,304
Hospital_5,2024-07-01,Department_04,242
Hospital_5,2024-07-01,Department_05,162
Hospital_5,2024-07-01,Department_06,114
Hospital_5,2024-07-01,Department_07,102
Hospital_5,2024-07-01,Department_08,75
Hospital_5,2024-07-01,Department_09,67
Hospital_5,2024-07-01,Department_10,57
Hospital_5,2024-07-01,Department_11,64
Hospital_5,2024-07-01,Department_12,54
Hospital_5,2024-07-01,Department_13,104
Hospital_5,2024-07-01,Department_14,56
Hospital_5,2024-07-01,Department_15,44
Hospital_5,2024-07-01,Department_16,10
Hospital_5,2024-07-01,Department_17,27
Hospital_5,2024-07-01,Department_18,18
Hospital_5,2024-07-01,Department_19,17
Hospital_5,2024-07-01,Department_20,10
Hospital_5,2024-07-01,Department_21,13
Hospital_5,2024-07-01,Department_22,13
Hospital_5,2024-07-01,Department_23,16
Hospital_5,2024-07-01,Department_24,7
Hospital_5,2024-07-01,Department_26,5
Hospital_5,2024-07-01,Department_27,1
Hospital_5,2024-08-01,Department_01,372
Hospital_5,2024-08-01,Department_02,342
Hospital_5,2024-08-01,Department_03,268
Hospital_5,2024-08-01,Department_04,219
Hospital_5,2024-08-01,Department_05,168
Hospital_5,2024-08-01,Department_06,100
Hospital_5,2024-08-01,Department_07,94
Hospital_5,2024-08-01,Department_08,103
Hospital_5,2024-08-01,Department_09,48
Hospital_5,2024-08-01,Department_10,44
Hospital_5,2024-08-01,Department_11,61
Hospital_5,2024-08-01,Department_12,38
Hospital_5,2024-08-01,Department_13,43
Hospital_5,2024-08-01,Department_14,93
Hospital_5,2024-08-01,Department_15,44
Hospital_5,2024-08-01,Department_16,19
Hospital_5,2024-08-01,Department_17,25
Hospital_5,2024-08-01,Department_18,16
Hospital_5,2024-08-01,Department_19,16
Hospital_5,2024-08-01,Department_20,16
Hospital_5,2024-08-01,Department_21,16
Hospital_5,2024-08-01,Department_22,11
Hospital_5,2024-08-01,Department_23,8
Hospital_5,2024-08-01,Department_24,5
Hospital_5,2024-08-01,Department_25,1
Hospital_5,2024-08-01,Department_26,1
Hospital_5,2024-08-01,Department_28,3
Hospital_5,2024-09-01,Department_01,569
Hospital_5,2024-09-01,Department_02,333
Hospital_5,2024-09-01,Department_03,271
Hospital_5,2024-09-01,Department_04,257
Hospital_5,2024-09-01,Department_05,179
Hospital_5,2024-09-01,Department_06,108
Hospital_5,2024-09-01,Department_07,97
Hospital_5,2024-09-01,Department_08,88
Hospital_5,2024-09-01,Department_09,69
Hospital_5,2024-09-01,Department_10,56
Hospital_5,2024-09-01,Department_11,52
Hospital_5,2024-09-01,Department_12,65
Hospital_5,2024-09-01,Department_13,42
Hospital_5,2024-09-01,Department_14,48
Hospital_5,2024-09-01,Department_15,60
Hospital_5,2024-09-01,Department_16,29
Hospital_5,2024-09-01,Department_17,26
Hospital_5,2024-09-01,Department_18,24
Hospital_5,2024-09-01,Department_19,18
Hospital_5,2024-09-01,Department_20,15
Hospital_5,2024-09-01,Department_21,11
Hospital_5,2024-09-01,Department_22,11
Hospital_5,2024-09-01,Department_23,7
Hospital_5,2024-09-01,Department_24,4
Hospital_5,2024-09-01,Department_25,4
Hospital_5,2024-09-01,Department_26,3
Hospital_5,2024-09-01,Department_27,1
Hospital_5,2024-09-01,Department_29,1
Hospital_5,2024-09-01,Department_31,1
Hospital_5,2024-10-01,Department_01,651
Hospital_5,2024-10-01,Department_02,301
Hospital_5,2024-10-01,Department_03,285
Hospital_5,2024-10-01,Department_04,259
Hospital_5,2024-10-01,Department_05,173
Hospital_5,2024-10-01,Department_06,122
Hospital_5,2024-10-01,Department_07,88
Hospital_5,2024-10-01,Department_08,82
Hospital_5,2024-10-01,Department_09,69
Hospital_5,2024-10-01,Department_10,69
Hospital_5,2024-10-01,Department_11,86
Hospital_5,2024-10-01,Department_12,65
Hospital_5,2024-10-01,Department_13,68
Hospital_5,2024-10-01,Department_14,59
Hospital_5,2024-10-01,Department_15,50
Hospital_5,2024-10-01,Department_16,22
Hospital_5,2024-10-01,Department_17,19
Hospital_5,2024-10-01,Department_18,13
Hospital_5,2024-10-01,Department_19,26
Hospital_5,2024-10-01,Department_20,35
Hospital_5,2024-10-01,Department_21,12
Hospital_5,2024-10-01,Department_22,4
Hospital_5,2024-10-01,Department_23,4
Hospital_5,2024-10-01,Department_25,1
Hospital_5,2024-10-01,Department_26,1
Hospital_5,2024-11-01,Department_01,587
Hospital_5,2024-11-01,Department_02,310
Hospital_5,2024-11-01,Department_03,246
Hospital_5,2024-11-01,Department_04,262
Hospital_5,2024-11-01,Department_05,162
Hospital_5,2024-11-01,Department_06,103
Hospital_5,2024-11-01,Department_07,114
Hospital_5,2024-11-01,Department_08,108
